Numero;Ligne;Date Cde;Rep. 01;S.Activ;Sec.Cde;Groupe;Cpt Client;Intitule;Référence;Code Artic;Compl Art;Delai SSAA;Delai Jour;Famille;Transport.;DP;PU Net;Exp.PU;Devise;Poids Cde;Quantité;Montant
075161;010;15/03/2017;24;MEN;7100;;YALPR;ALF PRODUCTIONS;BON POUR ACCORD;0370-P3103428;;15/2017;10/04/2017;0370;;56;191,9;;EUR;0;1;191,9
;020;;24;MEN;7100;;;;BON POUR ACCORD;0370-P3100007;;13/2017;27/03/2017;0371;;56;132,47;;EUR;0;3;397,41
75161;;15/03/2017;;;;;YALPR;ALF PRODUCTIONS;;;;;;;;;;;;;4;589,31
075163;009;15/03/2017;06;FME;7100;;YEXXS;EXXELIA  SIC SAFCO;Damien Berrée;YAOS;;11/2017;15/03/2017;NEG;;44;162;;EUR;0;1;162
;010;;06;FME;7100;;;;Damien Berrée;YAOS;;11/2017;15/03/2017;NEG;;44;276;;EUR;0;1;276
;011;;06;FME;7100;;;;Damien Berrée;YAOS;;11/2017;15/03/2017;NEG;;44;357;;EUR;0;1;357
;012;;06;FME;7100;;;;Damien Berrée;YAOS;;11/2017;15/03/2017;NEG;;44;267;;EUR;0;1;267
75163;;15/03/2017;;;;;YEXXS;EXXELIA  SIC SAFCO;;;;;;;;;;;;;4;1062
075165;010;15/03/2017;07;MEN;1100;;XRENO1;RENOVAL;CDE 68195;XRENO1OE1110;;12/2017;22/03/2017;FAB;;49;31,52;;EUR;0;20;630,4
;020;;07;MEN;1100;;;;CDE 68195;XRENO1OE1111;;12/2017;22/03/2017;FAB;;49;34,77;;EUR;0;10;347,7
75165;;15/03/2017;;;;;XRENO1;RENOVAL;;;;;;;;;;;;;30;978,1
075166;010;15/03/2017;20;MEC;7100;;YFMG;FONTENEAU MECANIQUE;CDE CF17031717.A;0400-66450373420;;12/2017;23/03/2017;0405;;49;28,65;;EUR;0;10;286,5
75166;;15/03/2017;;;;;YFMG;FONTENEAU MECANIQUE ;;;;;;;;;;;;;10;286,5
075167;010;15/03/2017;01;DIV;6100;;TRPL;THEATRE REGIONAL DES;;0600-LA040;;12/2017;22/03/2017;0600;;49;19,9;;EUR;0;1;19,9
;020;;01;DIV;6100;;;;;0600-LA024;;12/2017;22/03/2017;0600;;49;16,32;;EUR;0;1;16,32
;030;;01;DIV;6100;;;;;0600-LA060;;12/2017;22/03/2017;0600;;49;25,34;;EUR;0;1;25,34
75167;;15/03/2017;;;;;TRPL;THEATRE REGIONAL DES;;;;;;;;;;;;;3;61,56
075168;010;15/03/2017;07;MEC;6100;;VABU;BUCHER VASLIN S.A.;08996;0600-FSA51;;12/2017;22/03/2017;0600;;49;25,46;;EUR;0;2;50,92
;020;;07;MEC;8500;;;;08996;ZZPORT;;12/2017;22/03/2017;PORT;;49;15;;EUR;0;1;15
75168;;15/03/2017;;;;;VABU;BUCHER VASLIN S.A.;;;;;;;;;;;;;3;65,92
075169;010;15/03/2017;07;MEC;6100;;GROL1;G R O L L E A U   PE;;0600-FSA43;;12/2017;22/03/2017;0600;;49;32,25;;EUR;0;2;64,5
75169;;15/03/2017;;;;;GROL1;G R O L L E A U   PE;;;;;;;;;;;;;2;64,5
075171;010;15/03/2017;19;MEC;6100;;ATBE;ATI BEL;8785;0600-FSA51;;12/2017;22/03/2017;0600;;85;25,46;;EUR;0;3;76,38
;020;;19;MEC;6100;;;;8785;0600-FSA41;;12/2017;22/03/2017;0600;;85;23,34;;EUR;0;1;23,34
;030;;19;MEC;8500;;;;8785;ZZPORT;;12/2017;22/03/2017;PORT;;85;15;;EUR;0;1;15
75171;;15/03/2017;;;;;ATBE;ATI BEL;;;;;;;;;;;;;5;114,72
075172;010;15/03/2017;19;MEC;1100;;XALSO;ALU 'SOM SARL;S-17458;FABR;;12/2017;22/03/2017;FAB;;85;0;;EUR;0;2;0
;020;;19;MEC;1100;;;;S-17458;FABR;;12/2017;22/03/2017;FAB;;85;0;;EUR;0;2;0
75172;;15/03/2017;;;;;XALSO;ALU 'SOM SARL;;;;;;;;;;;;;4;
075173;010;15/03/2017;05;DIV;6100;;GYT;G Y T  S.A.S.;;4FA30;;12/2017;22/03/2017;AFF;;49;7,16;;EUR;0;1;7,16
75173;;15/03/2017;;;;;GYT;G Y T  S.A.S.;;;;;;;;;;;;;1;7,16
075174;010;15/03/2017;19;MEC;6100;;NICO1;NICOLLEAU USINAGE;8786;PFC11;;13/2017;29/03/2017;AFF;;85;8,91;;EUR;0;3;26,73
;020;;19;MEC;6300;;;;8786;0820-RIPC0304;;13/2017;29/03/2017;0820;;85;6,14;;EUR;0;3;18,42
;030;;19;MEC;6100;;;;8786;PFC11;;13/2017;29/03/2017;AFF;;85;8,91;;EUR;0;1;8,91
;040;;19;MEC;6300;;;;8786;0820-RIPC0104;;13/2017;29/03/2017;0820;;85;5,22;;EUR;0;1;5,22
;050;;19;MEC;6100;;;;8786;PFC21;;13/2017;29/03/2017;AFF;;85;11,46;;EUR;0;1;11,46
;060;;19;MEC;6300;;;;8786;0820-RIPC0304;;13/2017;29/03/2017;0820;;85;6,14;;EUR;0;1;6,14
75174;;15/03/2017;;;;;NICO1;NICOLLEAU USINAGE;;;;;;;;;;;;;10;76,88
075175;010;15/03/2017;19;MEC;6100;;NICO1;NICOLLEAU USINAGE;8786;4FC21;;13/2017;29/03/2017;AFF;;85;13,58;;EUR;0;1;13,58
75175;;15/03/2017;;;;;NICO1;NICOLLEAU USINAGE;;;;;;;;;;;;;1;13,58
075176;010;15/03/2017;19;MEC;6100;;NICO1;NICOLLEAU USINAGE;8786;4FC11;;13/2017;29/03/2017;AFF;;85;12,73;;EUR;0;1;12,73
;020;;19;MEC;6300;;;;8786;0820-RIFC0108;;13/2017;29/03/2017;0820;;85;7,68;;EUR;0;1;7,68
;030;;19;MEC;6100;;;;8786;4FC11;;13/2017;29/03/2017;AFF;;85;12,73;;EUR;0;1;12,73
;040;;19;MEC;6300;;;;8786;0820-RIFC0308;;13/2017;29/03/2017;0820;;85;7,68;;EUR;0;1;7,68
75176;;15/03/2017;;;;;NICO1;NICOLLEAU USINAGE;;;;;;;;;;;;;4;40,82
075177;010;15/03/2017;19;AGR;6100;;FLMI7;FLEURY MICHON CHARCU;;FLMIA2;;12/2017;22/03/2017;AFF;;85;57,59;;EUR;0;1;57,59
75177;;15/03/2017;;;;;FLMI7;FLEURY MICHON CHARCU;;;;;;;;;;;;;1;57,59
075178;010;15/03/2017;05;AGR;6100;;FLMI1;FLEURY MICHON CHARCU;;FLMIA1;;12/2017;22/03/2017;AFF;;85;28,79;;EUR;0;2;57,58
75178;;15/03/2017;;;;;FLMI1;FLEURY MICHON CHARCU;;;;;;;;;;;;;2;57,58
075179;010;15/03/2017;05;AGR;6100;;FLMI4;FLEURY MICHON CHARCU;;FLMIA2;;12/2017;22/03/2017;AFF;;85;57,59;;EUR;0;2;115,18
;020;;05;AGR;6100;;;;;FLMIA1;;12/2017;22/03/2017;AFF;;85;28,79;;EUR;0;2;57,58
75179;;15/03/2017;;;;;FLMI4;FLEURY MICHON CHARCU;;;;;;;;;;;;;4;172,76
075180;010;15/03/2017;11;MEC;6100;;PCM;PCM MANUFACTURING FR;08995;PFA41;;12/2017;22/03/2017;AFF;;49;13,16;;EUR;0;1;13,16
;020;;11;MEC;6100;;;;08995;PFA71;;12/2017;22/03/2017;AFF;;49;28,79;;EUR;0;1;28,79
;030;;11;MEC;6100;;;;08995;PFA31;;12/2017;22/03/2017;AFF;;49;10,62;;EUR;0;1;10,62
;040;;11;MEC;6100;;;;08995;OTA21;;12/2017;22/03/2017;AFF;;49;8,91;;EUR;0;2;17,82
;PFA;;11;MEC;6100;;;;08995;PFA21;;12/2017;22/03/2017;AFF;;49;6,3;;EUR;0;1;6,3
;PFK;;11;MEC;6100;;;;08995;PEA11;;12/2017;22/03/2017;AFF;;49;11,7;;EUR;0;1;11,7
75180;;15/03/2017;;;;;PCM;PCM MANUFACTURING FR;;;;;;;;;;;;;7;88,39
075181;010;15/03/2017;11;MEC;6100;;FOND;FONDERIE D ANJOU;08994;TFA11;;12/2017;22/03/2017;AFF;;49;24,4;;EUR;0;1;24,4
;020;;11;MEC;6100;;;;08994;PEC21;;12/2017;22/03/2017;AFF;;49;14,7;;EUR;0;1;14,7
;030;;11;MEC;6100;;;;08994;4FC11;;12/2017;22/03/2017;AFF;;49;15,91;;EUR;0;1;15,91
;040;;11;MEC;6100;;;;08994;4FC21;;12/2017;22/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;050;;11;MEC;8500;;;;08994;ZZPORT;;12/2017;22/03/2017;PORT;;49;14;;EUR;0;1;14
75181;;15/03/2017;;;;;FOND;FONDERIE D ANJOU;;;;;;;;;;;;;5;85,98
075183;010;15/03/2017;01;MEC;6100;;CHAR;CHARRIER SARL;;SCA41;;12/2017;22/03/2017;AFF;;49;20,09;;EUR;0;1;20,09
;020;;01;MEC;6100;;;;;PFA11;;12/2017;22/03/2017;AFF;;49;5,07;;EUR;0;1;5,07
75183;;15/03/2017;;;;;CHAR;CHARRIER SARL;;;;;;;;;;;;;2;25,16
075184;010;15/03/2017;01;DIV;6100;;TRPL;THEATRE REGIONAL DES;;FEDA41;;12/2017;22/03/2017;AFF;;49;3;;EUR;0;3;9
75184;;15/03/2017;;;;;TRPL;THEATRE REGIONAL DES;;;;;;;;;;;;;3;9
075185;060;15/03/2017;05;AFF;6300;;OUAF;OUEST AFFUTAGE;113098;0820-RIPC0301;;12/2017;22/03/2017;0820;;85;2,9;;EUR;0;2;5,8
;010;;05;AFF;6100;;;;113098;PFC21;;12/2017;22/03/2017;AFF;;85;10,03;;EUR;0;1;10,03
;020;;05;AFF;6300;;;;113098;0820-RIPC0701;;12/2017;22/03/2017;0820;;85;8,11;;EUR;0;1;8,11
;030;;05;AFF;6100;;;;113098;PFC21;;12/2017;22/03/2017;AFF;;85;10,03;;EUR;0;2;20,06
;040;;05;AFF;6300;;;;113098;0820-RIPC0501;;12/2017;22/03/2017;0820;;85;5,45;;EUR;0;2;10,9
;050;;05;AFF;6100;;;;113098;PFC11;;12/2017;22/03/2017;AFF;;85;7,8;;EUR;0;2;15,6
;070;;05;AFF;6100;;;;113098;PFC21;;12/2017;22/03/2017;AFF;;85;10,03;;EUR;0;1;10,03
;080;;05;AFF;6300;;;;113098;0820-RIPC0704;;12/2017;22/03/2017;0820;;85;10,55;;EUR;0;1;10,55
75185;;15/03/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;12;91,08
075186;010;15/03/2017;05;AFF;6100;;OUAF;OUEST AFFUTAGE;112990;AFFU;;12/2017;20/03/2017;AFF;;85;0;;EUR;0;8;0
75186;;15/03/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;8;
075188;010;15/03/2017;07;MEC;6100;;PREM;P R E M E C A;;2AC31;;12/2017;22/03/2017;AFF;;49;28,12;;EUR;0;1;28,12
;020;;07;MEC;6100;;;;;4FC21;;12/2017;22/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;030;;07;MEC;6100;;;;;4FC21;;12/2017;22/03/2017;AFF;;49;16,97;;EUR;0;2;33,94
;040;;07;MEC;6100;;;;;TR;;12/2017;22/03/2017;AFF;;49;2;;EUR;0;2;4
;050;;07;MEC;8500;;;;;ZZPORT;;12/2017;22/03/2017;PORT;;49;7;;EUR;0;1;7
75188;;15/03/2017;;;;;PREM;P R E M E C A;;;;;;;;;;;;;7;90,03
075189;010;15/03/2017;19;MEC;6100;;SMPB;S.M.P. BAUDRY;CDE N° 3853;PFA42;;12/2017;22/03/2017;AFF;;85;16,98;;EUR;0;1;16,98
;020;;19;MEC;6100;;;;CDE N° 3853;PFA21;;12/2017;22/03/2017;AFF;;85;6,3;;EUR;0;1;6,3
;030;;19;MEC;6100;;;;CDE N° 3853;PFA11;;12/2017;22/03/2017;AFF;;85;4,06;;EUR;0;1;4,06
;040;;19;MEC;6100;;;;CDE N° 3853;4AC21;;12/2017;22/03/2017;AFF;;85;17,4;;EUR;0;1;17,4
;050;;19;MEC;6100;;;;CDE N° 3853;4AC11;;12/2017;22/03/2017;AFF;;85;14,86;;EUR;0;1;14,86
75189;;15/03/2017;;;;;SMPB;S.M.P. BAUDRY;;;;;;;;;;;;;5;59,6
075190;030;15/03/2017;11;MEC;6100;;COAN;COMMECA ANJOU SAS;BL N°04951;4FC11;;13/2017;29/03/2017;AFF;;49;12,73;;EUR;0;1;12,73
;040;;11;MEC;6300;;;;BL N°04951;0820-RIFC0310;;13/2017;29/03/2017;0820;;49;8,45;;EUR;0;1;8,45
;050;;11;MEC;6100;;;;BL N°04951;4FC11;;13/2017;29/03/2017;AFF;;49;12,73;;EUR;0;1;12,73
;010;;11;MEC;6100;;;;BL N°04951;4FC21;;13/2017;29/03/2017;AFF;;49;13,58;;EUR;0;2;27,16
;020;;11;MEC;6300;;;;BL N°04951;0820-RIFC0310;;13/2017;29/03/2017;0820;;49;8,45;;EUR;411;2;16,9
;060;;11;MEC;6300;;;;BL N°04951;0820-RIFC0110;;13/2017;29/03/2017;0820;;49;8,45;;EUR;0;1;8,45
75190;;15/03/2017;;;;;COAN;COMMECA ANJOU SAS;;;;;;;;;;;;411;8;86,42
075191;010;15/03/2017;11;MEC;6100;;COAN;COMMECA ANJOU SAS;BL 04951;2AC12;;12/2017;22/03/2017;AFF;;49;16,13;;EUR;0;1;16,13
;020;;11;MEC;6100;;;;BL 04951;2AC12;;12/2017;22/03/2017;AFF;;49;16,13;;EUR;0;2;32,26
;030;;11;MEC;6100;;;;BL 04951;4FC22;;12/2017;22/03/2017;AFF;;49;16,98;;EUR;0;1;16,98
;040;;11;MEC;6100;;;;BL 04951;4FC20;;12/2017;22/03/2017;AFF;;49;6,79;;EUR;0;1;6,79
;050;;11;MEC;6100;;;;BL 04951;4FC20;;12/2017;22/03/2017;AFF;;49;6,79;;EUR;0;1;6,79
;060;;11;MEC;6100;;;;BL 04951;4FC30;;12/2017;22/03/2017;AFF;;49;10,62;;EUR;0;1;10,62
;070;;11;MEC;6100;;;;BL 04951;PCA11;;12/2017;22/03/2017;AFF;;49;6,76;;EUR;0;1;6,76
;080;;11;MEC;6100;;;;BL 04951;PFA11;;12/2017;22/03/2017;AFF;;49;4,06;;EUR;0;1;4,06
;090;;11;MEC;6100;;;;BL 04951;4FC21;;12/2017;22/03/2017;AFF;;49;13,58;;EUR;0;5;67,9
75191;;15/03/2017;;;;;COAN;COMMECA ANJOU SAS;;;;;;;;;;;;;14;168,29
075192;120;15/03/2017;07;MEC;8500;;PREM;P R E M E C A;;ZZPORT;;13/2017;29/03/2017;PORT;;49;7;;EUR;0;1;7
;010;;07;MEC;6100;;;;;PFC11;;13/2017;29/03/2017;AFF;;49;11,14;;EUR;0;3;33,42
;020;;07;MEC;6300;;;;;0820-RIPC0104;;13/2017;29/03/2017;0820;;49;5,22;;EUR;0;3;15,66
;030;;07;MEC;6100;;;;;PFC11;;13/2017;29/03/2017;AFF;;49;11,14;;EUR;0;22;245,08
;040;;07;MEC;6300;;;;;0820-RIPC0304;;13/2017;29/03/2017;0820;;49;6,14;;EUR;0;22;135,08
;050;;07;MEC;6100;;;;;PFC21;;13/2017;29/03/2017;AFF;;49;14,33;;EUR;0;1;14,33
;060;;07;MEC;6300;;;;;0820-RIPC0304;;13/2017;29/03/2017;0820;;49;6,14;;EUR;0;1;6,14
;070;;07;MEC;6100;;;;;PFC21;;13/2017;29/03/2017;AFF;;49;14,33;;EUR;0;2;28,66
;080;;07;MEC;6300;;;;;0820-RIPC0504;;13/2017;29/03/2017;0820;;49;10,65;;EUR;0;2;21,3
;090;;07;MEC;6100;;;;;4FC31;;13/2017;29/03/2017;AFF;;49;21,22;;EUR;0;4;84,88
;100;;07;MEC;6300;;;;;0820-RIFC0904;;13/2017;29/03/2017;0820;;49;23,14;;EUR;0;4;92,56
;110;;07;MEC;6100;;;;;DETAL;;13/2017;29/03/2017;AFF;;49;4;;EUR;0;4;16
75192;;15/03/2017;;;;;PREM;P R E M E C A;;;;;;;;;;;;;69;700,11
075193;010;16/03/2017;12;MEN;7100;;YMILL;MILLET PORTES ET FEN;CDE N°STD32608900203;0010-103503501;;12/2017;21/03/2017;0010;;79;4,65;;EUR;0;10;46,5
75193;;16/03/2017;;;;;YMILL;MILLET PORTES ET FEN;;;;;;;;;;;;;10;46,5
075195;170;16/03/2017;19;MEC;6100;;SMPB;S.M.P. BAUDRY;CDE N° 3853;4FC22;;13/2017;29/03/2017;AFF;;85;16,98;;EUR;0;2;33,96
;180;;19;MEC;6300;;;;CDE N° 3853;0820-RIFC0504;;13/2017;29/03/2017;0820;;85;10,2;;EUR;0;2;20,4
;190;;19;MEC;6100;;;;CDE N° 3853;4FC22;;13/2017;29/03/2017;AFF;;85;16,98;;EUR;0;1;16,98
;200;;19;MEC;6300;;;;CDE N° 3853;0820-RIFC0704;;13/2017;29/03/2017;0820;;85;12,4;;EUR;0;1;12,4
;210;;19;MEC;6100;;;;CDE N° 3853;SMPBEMBOUT SECO<20;;13/2017;29/03/2017;AFF;;85;14,86;;EUR;0;9;133,74
;220;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0504;;13/2017;29/03/2017;0820;;85;10,65;;EUR;0;6;63,9
;230;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0304;;13/2017;29/03/2017;0820;;85;6,14;;EUR;0;3;18,42
;240;;19;MEC;6100;;;;CDE N° 3853;SMPBEMBOUT SECO<10;;13/2017;29/03/2017;AFF;;85;12,31;;EUR;0;7;86,17
;250;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0304;;13/2017;29/03/2017;0820;;85;6,14;;EUR;0;3;18,42
;260;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0104;;13/2017;29/03/2017;0820;;85;5,22;;EUR;0;4;20,88
;040;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0404;;13/2017;29/03/2017;0820;;85;7,05;;EUR;0;1;7,05
;010;;19;MEC;6100;;;;CDE N° 3853;4EA21;;13/2017;29/03/2017;AFF;;85;7,22;;EUR;0;8;57,76
;020;;19;MEC;6300;;;;CDE N° 3853;0820-RIFA0704;;13/2017;29/03/2017;0820;;85;9,88;;EUR;0;8;79,04
;030;;19;MEC;6100;;;;CDE N° 3853;PFC11;;13/2017;29/03/2017;AFF;;85;8,91;;EUR;0;1;8,91
;050;;19;MEC;6100;;;;CDE N° 3853;PFC11;;13/2017;29/03/2017;AFF;;85;8,91;;EUR;0;3;26,73
;060;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0304;;13/2017;29/03/2017;0820;;85;6,14;;EUR;0;3;18,42
;070;;19;MEC;6100;;;;CDE N° 3853;PFC12;;13/2017;29/03/2017;AFF;;85;11,46;;EUR;0;1;11,46
;080;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0104;;13/2017;29/03/2017;0820;;85;5,22;;EUR;0;1;5,22
;090;;19;MEC;6100;;;;CDE N° 3853;PFC11;;13/2017;29/03/2017;AFF;;85;8,91;;EUR;0;4;35,64
;100;;19;MEC;6300;;;;CDE N° 3853;0820-RIPC0104;;13/2017;29/03/2017;0820;;85;5,22;;EUR;0;4;20,88
;110;;19;MEC;6100;;;;CDE N° 3853;4EC21;;13/2017;29/03/2017;AFF;;85;7,64;;EUR;0;5;38,2
;120;;19;MEC;6300;;;;CDE N° 3853;0820-RIFC0504;;13/2017;29/03/2017;0820;;85;10,2;;EUR;0;5;51
;130;;19;MEC;6100;;;;CDE N° 3853;4EC11;;13/2017;29/03/2017;AFF;;85;6,37;;EUR;0;2;12,74
;140;;19;MEC;6300;;;;CDE N° 3853;0820-RIFC0304;;13/2017;29/03/2017;0820;;85;5,91;;EUR;0;2;11,82
;150;;19;MEC;6100;;;;CDE N° 3853;4FC22;;13/2017;29/03/2017;AFF;;85;16,98;;EUR;0;1;16,98
;160;;19;MEC;6300;;;;CDE N° 3853;0820-RIFC0304;;13/2017;29/03/2017;0820;;85;5,91;;EUR;0;1;5,91
75195;;16/03/2017;;;;;SMPB;S.M.P. BAUDRY;;;;;;;;;;;;;88;833,03
075196;060;16/03/2017;12;MEC;7100;;YMTI;MTI Engineering Sarl;CDE N°35971;0400-116501020;;12/2017;21/03/2017;0404;;79;58,8;;EUR;0;2;117,6
75196;;16/03/2017;;;;;YMTI;MTI Engineering Sarl;;;;;;;;;;;;;2;117,6
075197;010;16/03/2017;13;MEC;6100;SNEC;MEC7;MECACHROME  FRANCE;CMD 7001394/8262;MECA7C229716;;13/2017;27/03/2017;AFF;;37;5,77;;EUR;0;3;17,31
75197;;16/03/2017;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;3;17,31
075198;010;16/03/2017;13;MEC;6100;SNEC;MEC7;MECACHROME  FRANCE;CMD 7001394/8262;MECA72C241170;NANO;13/2017;27/03/2017;AFF;;37;25,27;;EUR;0;2;50,54
;020;;13;MEC;6300;SNEC;;;CMD 7001394/8262;0820-RNFC0301;;13/2017;27/03/2017;0820;;37;0;;EUR;0;2;0
75198;;16/03/2017;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;4;50,54
075200;010;16/03/2017;13;MEC;6100;SNEC;MEC7;MECACHROME  FRANCE;CMD 7001382/8262;MECA7C129950;;13/2017;27/03/2017;AFF;;37;10,82;;EUR;0;9;97,38
75200;;16/03/2017;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;9;97,38
075201;010;16/03/2017;13;MEC;6100;SNEC;MEC7;MECACHROME  FRANCE;CMD 7001382/8262;MECA7C230492;NANO;13/2017;27/03/2017;AFF;;37;25,87;;EUR;0;2;51,74
;020;;13;MEC;6300;SNEC;;;CMD 7001382/8262;0820-RNFC0301;;13/2017;27/03/2017;0820;;37;0;;EUR;0;2;0
;030;;13;MEC;6100;SNEC;;;CMD 7001382/8262;MECA72OU022695;NANO;13/2017;27/03/2017;AFF;;37;35,43;;EUR;0;13;460,59
;040;;13;MEC;6300;SNEC;;;CMD 7001382/8262;0820-RNFC0501;;13/2017;27/03/2017;0820;;37;0;;EUR;0;13;0
75201;;16/03/2017;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;30;512,33
075203;010;16/03/2017;13;MEC;6200;SNEC;MEC7;MECACHROME  FRANCE;MR CHARBONNIER;REAL;;11/2017;16/03/2017;AFF;;37;31,83;;EUR;0;1;31,83
75203;;16/03/2017;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;1;31,83
075205;010;16/03/2017;01;DIV;6100;;ZP;POISON;;0600-LA040;;12/2017;25/03/2017;0600;;49;19,9;;EUR;0;1;19,9
75205;;16/03/2017;;;;;ZP;POISON;;;;;;;;;;;;;1;19,9
075207;010;16/03/2017;19;MEC;1100;;XMEC8;MECATURN SAS;CMD 6591;XMEC8/08037471;;12/2017;22/03/2017;FAB;;85;54,27;;EUR;0;3;162,81
;020;;19;MEC;8520;;;;CMD 6591;ZZXJET;;12/2017;22/03/2017;JET;;85;15;;EUR;0;1;15
75207;;16/03/2017;;;;;XMEC8;MECATURN SAS;;;;;;;;;;;;;4;177,81
075210;010;16/03/2017;20;AGR;7100;;YLVA;LAITERIE DU VAL D'AN;CDE N°69370;YAOS;;11/2017;16/03/2017;NEG;;44;181,56;;EUR;0;2;363,12
;020;;20;AGR;7100;;;;CDE N°69370;YAOS;;11/2017;16/03/2017;NEG;;44;249,55;;EUR;0;2;499,1
;030;;20;AGR;7100;;;;CDE N°69370;YAOS;;11/2017;16/03/2017;NEG;;44;277,53;;EUR;0;2;555,06
;040;;20;AGR;7100;;;;CDE N°69370;YAOS;;11/2017;16/03/2017;NEG;;44;300,25;;EUR;0;2;600,5
75210;;16/03/2017;;;;;YLVA;LAITERIE DU VAL D'AN;;;;;;;;;;;;;8;2017,78
075212;010;16/03/2017;11;MEC;1100;;XMATE2;MATECHPLAST SARL;CMD 8787;XMATE2OSA434;;12/2017;22/03/2017;FAB;;49;60,83;;EUR;0;1;60,83
;020;;11;MEC;1100;;;;CMD 8787;XMATE2OSA528;;12/2017;22/03/2017;FAB;;49;120,78;;EUR;0;3;362,34
;030;;11;MEC;1100;;;;CMD 8787;XMATE2OSA849;;12/2017;22/03/2017;FAB;;49;96,66;;EUR;0;1;96,66
75212;;16/03/2017;;;;;XMATE2;MATECHPLAST SARL;;;;;;;;;;;;;5;519,83
075213;010;16/03/2017;11;MEN;6100;;MILL;MILLET PORTES ET FEN;;0600-LH120;;13/2017;30/03/2017;0600;;79;34,61;;EUR;0;1;34,61
;020;;11;MEN;6100;;;;;0600-LH096;;13/2017;30/03/2017;0600;;79;30,06;;EUR;0;2;60,12
75213;;16/03/2017;;;;;MILL;MILLET PORTES ET FEN;;;;;;;;;;;;;3;94,73
075214;010;16/03/2017;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;10217;XOUAFOA17-1746;;12/2017;22/03/2017;FAB;;85;93,2;;EUR;0;1;93,2
75214;;16/03/2017;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;1;93,2
075216;010;16/03/2017;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;10217;XOUAFOA15-1544;;13/2017;29/03/2017;FAB;;85;75,23;;EUR;0;5;376,15
;020;;05;AFF;1100;;;;10217;XOUAFOA14-1423;;13/2017;29/03/2017;FAB;;85;87,86;;EUR;0;5;439,3
;030;;05;AFF;1100;;;;10217;XOUAFOA10-0584;;13/2017;29/03/2017;FAB;;85;108,61;;EUR;0;3;325,83
75216;;16/03/2017;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;13;1141,28
075218;010;16/03/2017;13;MEC;1100;;XSFST;SFERIC;CMD CFME17000485;XSFSTOC031;;13/2017;30/03/2017;FAB;;41;49,54;;EUR;0;1;49,54
75218;;16/03/2017;;;;;XSFST;SFERIC;;;;;;;;;;;;;1;49,54
075220;010;16/03/2017;13;MEC;1100;;XSFST;SFERIC;CMD-CFME17000485;XSFSTOC184;FUT.NA;13/2017;30/03/2017;FAB;;41;67,88;;EUR;0;5;339,4
;020;;13;MEC;1100;;;;CMD-CFME17000485;XSFSTOC183;FUT.NA;13/2017;30/03/2017;FAB;;41;122,45;;EUR;0;3;367,35
75220;;16/03/2017;;;;;XSFST;SFERIC;;;;;;;;;;;;;8;706,75
075222;010;16/03/2017;07;MED;6100;;G2M;GROUPE G2M;;0600-FSA31;;12/2017;23/03/2017;0600;;49;11,46;;EUR;0;1;11,46
75222;;16/03/2017;;;;;G2M;GROUPE G2M;;;;;;;;;;;;;1;11,46
075223;010;16/03/2017;07;DIV;6100;;MASP;MARTY SPORTS SA;;0600-FSA51;;12/2017;23/03/2017;0600;;49;25,46;;EUR;0;1;25,46
75223;;16/03/2017;;;;;MASP;MARTY SPORTS SA;;;;;;;;;;;;;1;25,46
075224;010;16/03/2017;11;MEN;6100;;BOUV;BOUVET SAS;;0600-FSA31;;12/2017;23/03/2017;0600;;49;11,46;;EUR;0;1;11,46
;020;;11;MEN;6100;;;;;0600-FSA31;;11/2017;16/03/2017;0600;;49;11,46;;EUR;0;18;206,28
75224;;16/03/2017;;;;;BOUV;BOUVET SAS;;;;;;;;;;;;;19;217,74
075225;010;16/03/2017;13;MEN;6100;;LAFO;LAFOREST SAS;09222;0600-MPNDA11;;12/2017;23/03/2017;0600;;37;2,12;;EUR;0;6;12,72
;020;;13;MEN;6100;;;;09222;0600-MED11;;12/2017;23/03/2017;0600;;37;42,49;;EUR;0;1;42,49
75225;;16/03/2017;;;;;LAFO;LAFOREST SAS;;;;;;;;;;;;;7;55,21
075226;010;16/03/2017;11;MIS;6100;;ASAB;ASSA ABLOY AUBE ANJO;;0600-AFFU;;12/2017;23/03/2017;0600;;10;0;;EUR;0;1;0
