Numero;Ligne;Date Cde;Rep. 01;S.Activ;Sec.Cde;Groupe;Cpt Client;Intitule;Référence;Code Artic;Compl Art;Delai SSAA;Delai Jour;Famille;Transport.;DP;PU Net;Exp.PU;Devise;Poids Cde;Quantité;Montant
045036;070;17/04/2014;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;6271;XOUAFOA10-0687;;52/2016;31/12/2016;FAB;;85;83,87;;EUR;0;7;587,09
45036;;17/04/2014;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;7;587,09
061357;001;07/12/2015;05;MEC;1100;;XFAMA;F A M A T;CDE 1601CD621;XFAMA71068014;;52/2016;31/12/2016;FAB;;44;11,2;;EUR;0;80;896
61357;;07/12/2015;;;;;XFAMA;F A M A T;;;;;;;;;;;;;80;896
062021;011;06/01/2016;07;MEC;6100;;SDECC;SAUNIER DUVAL EAU C;N37/450369711/1610;LLA21;;52/2016;31/12/2016;ARC;;44;11,33;;EUR;0;9;101,97
62021;;06/01/2016;;;;;SDECC; SAUNIER DUVAL EAU C;;;;;;;;;;;;;9;101,97
062634;010;27/01/2016;07;MEC;1100;;XHALG;HALGAND SAS;PROTOTYPE;FABR;;22/2016;31/05/2016;FAB;;44;0;;EUR;0;1;0
62634;;27/01/2016;;;;;XHALG;HALGAND SAS;;;;;;;;;;;;;1;
064719;010;01/04/2016;05;MEC;6100;;FAMA;F A M A T;;CDE N°;;14/2016;08/04/2016;AFF;;44;0;;EUR;0;1;0
;040;;05;MEC;6100;;;;;CDE N°;;14/2016;08/04/2016;AFF;;44;0;;EUR;0;1;0
;080;;05;MEC;6100;;;;;FAMA71078012;;19/2016;13/05/2016;AFF;;44;0;;EUR;0;10;0
64719;;01/04/2016;;;;;FAMA;F A M A T;;;;;;;;;;;;;12;
065790;010;09/05/2016;11;MEC;1100;;XMMG;MEUNIER MECANIQUE GE;;FABR;;19/2016;09/05/2016;FAB;;79;149,16;;EUR;0;2;298,32
;020;;11;MEC;8520;;;;;ZZXJET;;19/2016;09/05/2016;JET;;79;15;;EUR;0;1;15
65790;;09/05/2016;;;;;XMMG;MEUNIER MECANIQUE GE;;;;;;;;;;;;;3;313,32
066280;010;24/05/2016;19;MIS;6100;;CERO;CERO;5/16/B;4FC25;;21/2016;24/05/2016;AFF;;85;22,15;;EUR;0;2;44,3
66280;;24/05/2016;;;;;CERO;CERO;;;;;;;;;;;;;2;44,3
066425;010;27/05/2016;05;AFF;6100;;OUAF;OUEST AFFUTAGE;100977/ECOD;4FC11;;23/2016;08/06/2016;AFF;;85;10,82;;EUR;0;1;10,82
66425;;27/05/2016;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;1;10,82
067432;010;27/06/2016;07;MEC;1100;;XMEC14;MECAMIGUE;;FABR;;26/2016;27/06/2016;FAB;;49;25;;EUR;0;1;25
67432;;27/06/2016;;;;;XMEC14;MECAMIGUE;;;;;;;;;;;;;1;25
067473;010;28/07/2016;01;DIV;1100;;XZS;SN ARMORMECA;PROTO;FABR;;33/2016;19/08/2016;FAB;;22;0;;EUR;0;1;0
67473;;28/07/2016;;;;;XZS;SN ARMORMECA;;;;;;;;;;;;;1;
067597;020;30/06/2016;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;CDE CF009308;XOUAFOA16-1641;;28/2016;13/07/2016;FAB;;85;94,32;;EUR;0;5;471,6
67597;;30/06/2016;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;5;471,6
067935;010;11/07/2016;07;MEC;6100;;MGP;M.G.P.;;LLC31;;32/2016;11/08/2016;ARC;;49;40,17;;EUR;0;1;40,17
67935;;11/07/2016;;;;;MGP;M.G.P.;;;;;;;;;;;;;1;40,17
068459;010;28/07/2016;01;DIV;6100;;ZR;RAUTURIER GUY;;PFA21;;35/2016;01/09/2016;AFF;;ZZ;7,64;;EUR;0;15;114,6
;020;;01;DIV;6100;;;;;PFC21;;35/2016;01/09/2016;AFF;;ZZ;13,91;;EUR;0;1;13,91
;030;;01;DIV;6100;;;;;LPA11;;35/2016;01/09/2016;AFF;;ZZ;5,67;;EUR;0;24;136,08
68459;;28/07/2016;;;;;ZR;RAUTURIER GUY;;;;;;;;;;;;;40;264,59
068589;010;05/08/2016;05;MEC;6100;;FAMA;F A M A T;CDE 1601 CD613;CDE N°;;32/2016;12/08/2016;AFF;;44;0;;EUR;0;1;0
;040;;05;MEC;6100;;;;CDE 1601 CD613;CDE N°;;32/2016;12/08/2016;AFF;;44;0;;EUR;0;1;0
68589;;05/08/2016;;;;;FAMA;F A M A T;;;;;;;;;;;;;2;
068771;010;26/08/2016;13;DIV;6100;;JODE;JOHN DEERE - UNITE D;;JODE/IM 20599;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;6;288
;020;;13;DIV;6100;;;;;JODE/IM 20598;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;6;288
;030;;13;DIV;6100;;;;;JODE/IM 20560;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;040;;13;DIV;6100;;;;;JODE/IM 20559;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;050;;13;DIV;6100;;;;;JODE/IM 20558;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;060;;13;DIV;6100;;;;;JODE/IM 20557;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;070;;13;DIV;6100;;;;;JODE/IM 20556;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;080;;13;DIV;6100;;;;;JODE/IM 20555;;35/2016;01/09/2016;AFF;;45;48;;EUR;0;2;96
;090;;13;DIV;8500;;;;;ZZPORT;;35/2016;01/09/2016;PORT;;45;39,5;;EUR;0;1;39,5
68771;;26/08/2016;;;;;JODE;JOHN DEERE - UNITE D;;;;;;;;;;;;;25;1191,5
068814;002;29/08/2016;19;MEC;1100;;XTMP;TELL MECANIQUE DE PR;MAIL DDE DE PRIX;FABR;;36/2016;07/09/2016;FAB;;49;73,33;;EUR;0;2;146,66
68814;;29/08/2016;;;;;XTMP;TELL MECANIQUE DE PR;;;;;;;;;;;;;2;146,66
069030;001;05/09/2016;01;DIV;1100;;XZQ;QUALI CITE;M LESLE;FABR;;36/2016;10/09/2016;FAB;;56;86,1;;EUR;0;5;430,5
;002;;01;DIV;1100;;;;M LESLE;FABR;;36/2016;10/09/2016;FAB;;56;83,91;;EUR;0;5;419,55
;003;;01;DIV;1100;;;;M LESLE;FABR;;36/2016;10/09/2016;FAB;;56;105,41;;EUR;0;5;527,05
69030;;05/09/2016;;;;;XZQ;QUALI CITE;;;;;;;;;;;;;15;1377,1
069036;001;05/09/2016;11;DIV;1100;;XZM;MK AUTOMOTIVE;M. CHAIGNEAU;FABR;;36/2016;08/09/2016;FAB;;72;78,83;;EUR;0;5;394,15
;002;;11;DIV;1100;;;;M. CHAIGNEAU;FABR;;36/2016;08/09/2016;FAB;;72;74,45;;EUR;0;10;744,5
;003;;11;DIV;1100;;;;M. CHAIGNEAU;FABR;;36/2016;08/09/2016;FAB;;72;72,99;;EUR;0;20;1459,8
69036;;05/09/2016;;;;;XZM;MK AUTOMOTIVE;;;;;;;;;;;;;35;2598,45
069096;090;06/09/2016;07;MEC;8500;;GKN;GKN DRIVELINE S.A.;1429;ZZJET;;36/2016;07/09/2016;JET;;72;55,5;;EUR;0;1;55,5
69096;;06/09/2016;;;;;GKN;GKN DRIVELINE S.A.;;;;;;;;;;;;;1;55,5
069653;010;22/09/2016;05;MEC;6100;;XFAMA;F A M A T;;CDE N°;;39/2016;30/09/2016;AFF;;44;0;;EUR;0;1;0
;020;;05;MEC;1100;;;;;XFAMA16261680;;39/2016;30/09/2016;FAB;;44;19,06;;EUR;0;5;95,3
69653;;22/09/2016;;;;;XFAMA;F A M A T;;;;;;;;;;;;;6;95,3
069715;060;26/09/2016;05;MEC;6100;;EXXE;EXXELIA TANTALUM;;AFFU;;39/2016;30/09/2016;AFF;;44;66;;EUR;0;4;264
69715;;26/09/2016;;;;;EXXE;EXXELIA TANTALUM;;;;;;;;;;;;;4;264
069773;001;27/09/2016;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;CDE CF009578;FABR;;41/2016;10/10/2016;FAB;;85;64,53;;EUR;0;3;193,59
69773;;27/09/2016;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;3;193,59
070025;070;04/10/2016;07;MEC;8500;;GKN;GKN DRIVELINE S.A.;1450;ZZJET;;40/2016;05/10/2016;JET;;72;55,5;;EUR;0;1;55,5
70025;;04/10/2016;;;;;GKN;GKN DRIVELINE S.A.;;;;;;;;;;;;;1;55,5
070204;010;10/10/2016;05;FME;6100;;EXXS;EXXELIA  SIC SAFCO;N° CDESFS1617208;AFFU;;11/2017;17/03/2017;AFF;;44;66;;EUR;0;2;132
70204;;10/10/2016;;;;;EXXS;EXXELIA  SIC SAFCO;;;;;;;;;;;;;2;132
070302;010;12/10/2016;01;DIV;1100;;XZP;POSTFORMING INDUSTRI;CDE N° FC1610187;FABR;;42/2016;20/10/2016;FAB;;37;87,87;;EUR;0;3;263,61
70302;;12/10/2016;;;;;XZP;POSTFORMING INDUSTRI;;;;;;;;;;;;;3;263,61
070662;050;21/10/2016;07;MEC;7100;;XCAIB;CAIB;LAURENT MAURILLE;YAOS;;43/2016;26/10/2016;NEG;;49;2,61;;EUR;0;3;7,83
70662;;21/10/2016;;;;;XCAIB;CAIB;;;;;;;;;;;;;3;7,83
070688;010;21/10/2016;05;AFF;6100;;OUAF;OUEST AFFUTAGE;106792;PFC21;;44/2016;02/11/2016;AFF;;85;9,74;;EUR;0;1;9,74
70688;;21/10/2016;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;1;9,74
070708;010;24/10/2016;05;MEC;6100;;XFAMA;F A M A T;;CDE N°;;43/2016;24/10/2016;AFF;;44;0;;EUR;0;1;0
;020;;05;MEC;1100;;;;;XFAMA71068017;;43/2016;24/10/2016;FAB;;44;101,6;;EUR;0;1;101,6
70708;;24/10/2016;;;;;XFAMA;F A M A T;;;;;;;;;;;;;2;101,6
071164;010;08/11/2016;11;MEN;1100;;XLEME1;LEUL MENUISERIES;STOCK;XLEME1/80;TRIBO;47/2016;22/11/2016;FAB;;79;40,46;;EUR;0;10;404,6
;020;;11;MEN;6300;;;;STOCK;RIFC0309;;47/2016;22/11/2016;REV;;79;0;;EUR;0;10;0
71164;;08/11/2016;;;;;XLEME1;LEUL MENUISERIES;;;;;;;;;;;;;20;404,6
071548;032;21/11/2016;13;MEC;6100;SNEC;MEC7;MECACHROME  FRANCE;CDE 6983835/8262;MECA72OU014838;;48/2016;01/12/2016;AFF;;37;10,3;;EUR;0;2;20,6
;021;;13;MEC;6100;SNEC;;;CDE 6983835/8262;MECA72C227273;;48/2016;01/12/2016;AFF;;37;4,64;;EUR;0;2;9,28
71548;;21/11/2016;;;;;MEC7;MECACHROME  FRANCE;;;;;;;;;;;;;4;29,88
071614;010;23/11/2016;05;MEC;6100;;GUER;G U E R Y   S.A.S.;OFFRE DE PRIX;AFFU;;04/2017;26/01/2017;AFF;;49;88;;EUR;0;2;176
;020;;05;MEC;8500;;;;OFFRE DE PRIX;ZZPORT;;04/2017;26/01/2017;PORT;;49;15;;EUR;0;1;15
71614;;23/11/2016;;;;;GUER;G U E R Y   S.A.S.;;;;;;;;;;;;;3;191
071998;010;02/12/2016;13;MEC;6100;;APOR1;APORE;6885;4FA21;;49/2016;08/12/2016;AFF;;41;10,3;;EUR;0;1;10,3
71998;;02/12/2016;;;;;APOR1;APORE;;;;;;;;;;;;;1;10,3
072069;040;06/12/2016;13;MEN;1100;;XGRGO;GROUPE GOYER;492249;FABR;;14/2017;05/04/2017;FAB;;41;24,34;;EUR;0;25;608,5
;050;;13;MEN;1100;;;;492249;FABR;;19/2017;09/05/2017;FAB;;41;24,34;;EUR;0;25;608,5
;060;;13;MEN;1100;;;;492249;FABR;;23/2017;07/06/2017;FAB;;41;24,34;;EUR;0;25;608,5
;070;;13;MEN;1100;;;;492249;FABR;;27/2017;05/07/2017;FAB;;41;24,34;;EUR;0;50;1217
;080;;13;MEN;1100;;;;492249;FABR;;36/2017;04/09/2017;FAB;;41;24,34;;EUR;0;25;608,5
;085;;13;MEN;1100;;;;492249;FABR;;40/2017;04/10/2017;FAB;;41;24,34;;EUR;0;25;608,5
;090;;13;MEN;1100;;;;492249;FABR;;45/2017;06/11/2017;FAB;;41;24,34;;EUR;0;25;608,5
;100;;13;MEN;1100;;;;492249;FABR;;49/2017;09/12/2017;FAB;;41;24,34;;EUR;0;25;608,5
72069;;06/12/2016;;;;;XGRGO;GROUPE GOYER;;;;;;;;;;;;;225;5476,5
072369;010;14/12/2016;11;MEC;6100;;SM3D;S M 3 D  SARL;8282;4FC25;;01/2017;03/01/2017;AFF;;53;18,83;;EUR;0;2;37,66
;020;;11;MEC;6300;;;;8282;RIFC0507;;01/2017;03/01/2017;REV;;53;13,26;;EUR;0;2;26,52
;030;;11;MEC;6100;;;;8282;4FC25;;01/2017;03/01/2017;AFF;;53;18,83;;EUR;0;5;94,15
;040;;11;MEC;6300;;;;8282;RIFC0307;;01/2017;03/01/2017;REV;;53;7,68;;EUR;0;5;38,4
;050;;11;MEC;6100;;;;8282;4FC15;;01/2017;03/01/2017;AFF;;53;17,08;;EUR;0;5;85,4
;060;;11;MEC;6300;;;;8282;RIFC0307;;01/2017;03/01/2017;REV;;53;7,68;;EUR;0;5;38,4
;070;;11;MEC;6100;;;;8282;4FC25;;01/2017;03/01/2017;AFF;;53;18,83;;EUR;0;1;18,83
;080;;11;MEC;6300;;;;8282;RIFC0507;;01/2017;03/01/2017;REV;;53;13,26;;EUR;0;1;13,26
;090;;11;MEC;6100;;;;8282;2FC25;;01/2017;03/01/2017;AFF;;53;17,08;;EUR;0;1;17,08
;100;;11;MEC;6300;;;;8282;RIFC0307;;01/2017;03/01/2017;REV;;53;7,68;;EUR;0;1;7,68
;110;;11;MEC;6100;;;;8282;6FC24;;01/2017;03/01/2017;AFF;;53;20,14;;EUR;0;1;20,14
;120;;11;MEC;6300;;;;8282;RIFC0707;;01/2017;03/01/2017;REV;;53;16,12;;EUR;0;1;16,12
;130;;11;MEC;8500;;;;8282;ZZPORT;;01/2017;03/01/2017;PORT;;53;15;;EUR;0;1;15
72369;;14/12/2016;;;;;SM3D;S M 3 D  SARL;;;;;;;;;;;;;31;428,64
072877;040;06/01/2017;19;MEN;8520;;XMINC;MINCO MENUISERIES MI;CDE 3206;ZZXPORT;;02/2017;10/01/2017;PORT;;44;15;;EUR;0;1;15
72877;;06/01/2017;;;;;XMINC;MINCO MENUISERIES MI;;;;;;;;;;;;;1;15
072973;010;10/01/2017;19;MEC;6100;;OUPR;CSP LAPEYRE INDUSTRI;21876;AFFU;;03/2017;16/01/2017;AFF;;51;0;;EUR;0;1;0
72973;;10/01/2017;;;;;OUPR;CSP LAPEYRE INDUSTRI;;;;;;;;;;;;;1;
073088;010;12/01/2017;19;MEC;1100;;XMEC8;MECATURN SAS;6244;XMEC8OOC-003645;;03/2017;16/01/2017;FAB;;85;158,62;;EUR;0;1;158,62
73088;;12/01/2017;;;;;XMEC8;MECATURN SAS;;;;;;;;;;;;;1;158,62
073140;030;13/01/2017;05;MEC;6100;;FAMA;F A M A T;;CDE N°;;03/2017;20/01/2017;AFF;;44;0;;EUR;0;1;0
73140;;13/01/2017;;;;;FAMA;F A M A T;;;;;;;;;;;;;1;
073142;010;20/01/2017;19;DIV;6100;;TICO;TIM COMPOSITES;;AFFU;;05/2017;01/02/2017;AFF;;49;45,5;;EUR;0;1;45,5
73142;;20/01/2017;;;;;TICO;TIM COMPOSITES;;;;;;;;;;;;;1;45,5
073252;040;18/01/2017;08;MEC;7100;;YNTN;NTN TRANSMISSIONS EU;CDE 4500078989;0400-132000600;;12/2017;21/03/2017;0400;;72;86,83;;EUR;0;2;173,66
73252;;18/01/2017;;;;;YNTN;NTN TRANSMISSIONS EU;;;;;;;;;;;;;2;173,66
073262;010;18/01/2017;07;MEC;6100;;FBF;FOUNDATION BRAKES FR;CDE 4200368371;CBI469217-204AV;;05/2017;02/02/2017;AFF;;93;75,19;;EUR;0;1;75,19
;020;;07;MEC;6100;;;;CDE 4200368371;CBI-REPASTILLAGE;;05/2017;02/02/2017;AFF;;93;20,6;;EUR;0;2;41,2
;030;;07;MEC;6100;;;;CDE 4200368371;CBI469217-407;;05/2017;02/02/2017;AFF;;93;135,96;;EUR;0;1;135,96
;040;;07;MEC;6100;;;;CDE 4200368371;CBI-REPASTILLAGE;;05/2017;02/02/2017;AFF;;93;20,6;;EUR;0;1;20,6
;050;;07;MEC;6100;;;;CDE 4200368371;CBI469217-406;;05/2017;02/02/2017;AFF;;93;112,27;;EUR;0;1;112,27
;060;;07;MEC;6100;;;;CDE 4200368371;CBI-ASSISES;;05/2017;02/02/2017;AFF;;93;41,2;;EUR;0;2;82,4
73262;;18/01/2017;;;;;FBF;FOUNDATION BRAKES FR;;;;;;;;;;;;;8;467,62
073458;020;24/01/2017;20;MEN;7100;;YBAME;BATISTYL   MENUISERI;CDE 1702182;YAOS;;12/2017;22/03/2017;NEG;;49;495;;EUR;0;2;990
73458;;24/01/2017;;;;;YBAME;BATISTYL   MENUISERI;;;;;;;;;;;;;2;990
073500;010;25/01/2017;05;AFF;6100;;OUAF;OUEST AFFUTAGE;7746;MDA21;;04/2017;27/01/2017;AFF;;85;4,59;;EUR;0;1;4,59
73500;;25/01/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;1;4,59
073634;010;30/01/2017;05;MEC;6100;;TIME;CASTEL METALS AEROSP;2096;LH096;;06/2017;08/02/2017;ARC;;44;0;;EUR;0;1;0
73634;;30/01/2017;;;;;TIME;CASTEL METALS AEROSP;;;;;;;;;;;;;1;
073652;010;30/01/2017;19;MEC;6100;;MARF;MARFIL GROUPE BMI;B701/4166;PFC11;;06/2017;06/02/2017;AFF;;49;11,14;;EUR;0;4;44,56
;020;;19;MEC;6300;;;;B701/4166;RIPC0304;;06/2017;06/02/2017;REV;;49;6,14;;EUR;0;4;24,56
;030;;19;MEC;6100;;;;B701/4166;FCC21;;06/2017;06/02/2017;AFF;;49;11,67;;EUR;0;1;11,67
;040;;19;MEC;6300;;;;B701/4166;RIFC0304;;06/2017;06/02/2017;REV;;49;5,91;;EUR;0;1;5,91
